STT,Data type,api,class,function,times,desciption,Sub-Data type
13136,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_IN_E911,8114,Indicates that the requested operation was not performed due to being in emergency callback mode.,MBMS
13137,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_MIDDLEWARE_NOT_YET_READY,8114,Indicates that the app attempted to perform an operation before receiving notification that the middleware is ready via MbmsStreamingSessionCallback#onMiddlewareReady() or MbmsDownloadSessionCallback#onMiddlewareReady().,MBMS
13138,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_MIDDLEWARE_TEMPORARILY_UNAVAILABLE,8114,Indicates that the requested operation failed due to the middleware being unavailable due to a transient condition.,MBMS
13139,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_NOT_CONNECTED_TO_HOME_CARRIER_LTE,8114,Indicates that MBMS is not available due to the device being in roaming.,Roaming
13140,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_OUT_OF_MEMORY,8114,Indicates that the middleware ran out of memory and was unable to complete the requested operation.,MBMS
13141,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GeneralErrors,ERROR_UNABLE_TO_READ_SIM,8114,Indicates that MBMS is not available due to a SIM read error.,MBMS
13142,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GroupCallErrors,ERROR_DUPLICATE_START_GROUP_CALL,8114,"Indicates that the app called MbmsGroupCallSession.startGroupCall(long, List, List, Executor, GroupCallCallback) more than once for the same tmgi.",MBMS
13143,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.GroupCallErrors,ERROR_UNABLE_TO_START_SERVICE,8114,Indicates that the middleware was unable to start the group call.,MBMS
13144,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.InitializationErrors,ERROR_APP_PERMISSIONS_NOT_GRANTED,8114,Indicates that the app is not authorized to access media via MBMS.,MBMS
13145,Telephony,android.telephony.mbms,android.telephony.mbms.MbmsErrors.InitializationErrors,ERROR_DUPLICATE_INITIALIZE,8114,Indicates that the app tried to create more than one instance each of MbmsStreamingSession or MbmsDownloadSession.,MBMS
